city_slug,city_name,days_from_cutoff,n_obs,mean_price_usd,mean_log_price,availability_rate
austin,Austin,-66,15418,380.7292126086393,5.246879125437505,0.5350239979245038
austin,Austin,-65,15418,380.7292126086393,5.246879125437505,0.5348294201582566
austin,Austin,-64,15418,380.70832792839536,5.246870500961304,0.5407964716565054
austin,Austin,-63,15418,380.6758334414321,5.246855995598977,0.544752886236866
austin,Austin,-62,15418,380.72129977947856,5.246876024233345,0.5438448566610455
austin,Austin,-61,15418,380.72129977947856,5.246876024233345,0.5440394344272927
austin,Austin,-60,15418,380.75515631080555,5.246890686485074,0.5420287975094046
austin,Austin,-59,15418,380.75515631080555,5.246890686485074,0.5411207679335841
austin,Austin,-58,15418,380.75515631080555,5.246890686485074,0.5413153456998314
austin,Austin,-57,15418,380.74075755610323,5.246883889150976,0.5435205603839668
